customer_organization_number;
5566249388;
5569878399;
5593322018;
5567152516;
5569717134;
5592763279;
5591870513;
5562221068;
5568602766;
5560409848;
5561723593;
5562422468;
5562969302;
5568245806;
5591930903;
5591984538;
5565263851;
5563367795;
5566535992;
5564661022;
5565047726;
5565384095;
5568211105;
5593232589;
5562271931;
5560532888;
5590454038;
5569908485;
5565711735;
5562149996;
5565471637;
5563149102;
5561852103;
5561206474;
5561581249;
5568500515;
5566502968;
5569570855;
5565312583;
5561397174;
5568421860;
5592258494;
8684003208;
5563023315;
5563426831;
5560497017;
5560892951;
5565394904;
5560339938;
5560077785;
5560168642;
5563524908;
5564523925;
5563265205;
5592782212;
5560337528;
5561318220;
5567804157;
5561859629;
5567247480;
5561384529;
5567356398;
5564881307;
5561624346;
5564247103;
5590357181;
5567644959;
5565088324;
5568043227;
5562433804;
5590083837;
6902084828;
5560329285;
5565832374;
5568887367;
5568419203;
5567337216;
5562728484;
5564972239;
5561945733;
5590465315;
5560866112;
5593209223;
5566693130;
5565992251;
5565579678;
5560766403;
5565779054;
5591378350;
5560134628;
5565956090;
5566431317;
5568024946;
5568459399;
5564480282;
5594258518;
5564973682;
5562568138;
5564791829;
5566434998;
5565481867;
5563115707;
5566609490;
5565907069;
5565346631;
5566659487;
5567147607;
5565930996;
5567734008;
5563056059;
5566380464;
5565184503;
5569832867;
5562261007;
5562073329;
5591593628;
5566943444;
5562524644;
5560125220;
5562333970;
5560910431;
5561500751;
5565008090;
5562949973;
5564601093;
5563932838;
5591766166;
5566112131;
5567340624;
5561675405;
5560266008;
5565835898;
5564079506;
5561342204;
5560525692;
5565342291;
5566816111;
5561125690;
5590823851;
5565265385;
5560238338;
5591975379;
5593805392;
5562564913;
7696046924;
5568820178;
5563755478;
5560392838;
5568004500;
5566734983;
5569012866;
5562485796;
5566208160;
5565000709;
5569564858;
5565188520;
5569721060;
5565404919;
5563910073;
5569128126;
5566784418;
5569703720;
5566942107;
5561974188;
5560269937;
5561931832;
5566421763;
5592105737;
5564626884;
5563537413;
5560752619;
5560643164;
5164072257;
5565265369;
5591258271;
5567056097;
5560612524;
5564188679;
5567273882;
5566274493;
5563651503;
5560997008;
5561312223;
5592344831;
5560129800;
5564873585;
5565595591;
5592209562;
5561226506;
5566957675;
5569818478;
5561219089;
5561223768;
5560528753;
5560624123;
5560203217;
5565580825;
5565295911;
5563372191;
5591962468;
5565757415;
5592234214;
5568032568;
5560076977;
5560006834;
5566057476;
5567127799;
5562099316;
5591139034;
5562844364;
5569980310;
5590965314;
5567623839;
5593273047;
5562807908;
5567415756;
5562186790;
5563648962;
5565411682;
5566193891;
5566555727;
5565205308;
5565124426;
5164058173;
5564931177;
5562828862;
5565994307;
5566073382;
5563254076;
5566791652;
5567040281;
5569794216;
7696023873;
5569615411;
5565786414;
5568063449;
5564721164;
5561043539;
5560815556;
5569908055;
5590694948;
5565403234;
5594953027;
5590874979;
5562540673;
5565498952;
5590454103;
5564852159;
5591477897;
5560047903;
5562870229;
5560587197;
5562127729;
5164019811;
5568021173;
5562503630;
5565161501;
5560123928;
5563634129;
5563086940;
5560564345;
5561030437;
5566034426;
5566035597;
8020082064;
5562242221;
5563881308;
5564283447;
5564867637;
5590653753;
5565044699;
5560456674;
5567832661;
5566014683;
5591006100;
5562314277;
5565276952;
5569398109;
5562496645;
5569202285;
5561461814;
5560068420;
5563141091;
5567366223;
5565680021;
5591067110;
5561769513;
5590631825;
5567041529;
5566494554;
5565025755;
5569932311;
5562411222;
5565321980;
5592344641;
5567309637;
5564690732;
5563274314;
5590398433;
5567689368;
5561393884;
5567856983;
5593275547;
5566199518;
5560094178;
5567311575;
5568735798;
5561001008;
5563410892;
5560106626;
5567157556;
5560148412;
5560800210;
5562125343;
9202151008;
5591911622;
5567139240;
5566546213;
5565987707;
5565551073;
5593340416;
5560460106;
5563156636;
5569119133;
5562143569;
5565594164;
5566239652;
5590395603;
5563675015;
5568205214;
5565818613;
5564056835;
5560760836;
5566661509;
5561424853;
5567419709;
5566771050;
5568464340;
5560412149;
5568790868;
5560566258;
5560535873;
5565243291;
5564213352;
5569150245;
5567634885;
5565260592;
5565337473;
5563843407;
5593300006;
5560786500;
5560446865;
5565408514;
5564823457;
5561394411;
5566898440;
5591297972;
5565878708;
5592020308;
5567397905;
5563457687;
5567430417;
5562296326;
5563541670;
5568169626;
5561966275;
5590994421;
5565922548;
5562799931;
5561899989;
5560494949;
5564327350;
5561856385;
5590641915;
5565811550;
5567035745;
5566161948;
5561135848;
5568164296;
5562083989;
5562566579;
5565987814;
5591707210;
5592185846;
5020061585;
5566809447;
5567208441;
730422XXXX;
5568010606;
5562261429;
5564677739;
5591682900;
5592033061;
5562444884;
5568856115;
5591979744;
5567684575;
559075–7596;
5569083933;
5590544069;
5568971377;
5592305709;
5561475897;
5560535444;
5565830998;
5592444698;
5567216956;
5562554401;
2021004730;
5564816972;
5568183775;
5566901285;
5569229429;
5568402829;
5560517772;
5565675823;
5565862819;
5564807641;
5566506845;
5594569450;
5569106668;
5565502894;
5566420914;
5567812424;
5563461689;
5564085032;
5564489275;
5566530936;
5566607940;
5566684675;
5590520259;
5566878475;
5562043116;
5564363595;
5563105484;
5568086499;
5563569382;
5561196436;
5566442256;
5592703440;
5566654553;
5569831026;
5562636810;
5562801034;
5566676770;
5566604624;
5566075692;
5560236407;
5568591530;
5565237913;
5591662704;
5560427220;
5592723000;
5569168890;
5560548694;
5590237516;
5562451947;
2120001793;
5566842109;
5562785997;
5566632211;
5565051983;
5565269502;
5561274696;
5563292928;
5569215659;
5567728729;
5593497042;
5562804913;
5562600089;
5590945068;
5560713041;
5569734352;
5566185137;
5562446384;
5560297029;
5569044778;
5566554597;
5566677141;
5560602632;
5568079338;
5562806264;
5566167697;
5562125772;
5564043874;
5565206165;
5565267852;
7940001022;
5562134592;
5560005331;
5593921207;
5560899550;
5561307124;
5562381730;
5560526377;
5561031807;
5592704521;
5566498902;
5564346269;
5566752332;
5565529640;
5566531173;
5591110787;
5590205869;
5590908686;
5567933089;
5565405296;
5569742108;
5569686511;
5591580948;
5563309201;
5591506349;
5561192757;
5568191042;
5562670991;
5568538739;
5591597892;
5592190218;
5593299372;
5592735236;
5591663017;
46;5,60E+15
5563960789;
5565750014;
5564103280;
5591289565;
5568037898;
5565842027;
5567331698;
5562106079;
5560452103;
5568769771;
5591996813;
5563156008;
5565765954;
5567590640;
5569914798;
5561690008;
5564990900;
5568844442;
5560301631;
5564825148;
5566598230;
5592004484;
5568789316;
5564216033;
5569028995;
5564925021;
5569742777;
5561441428;
5569584757;
5563450179;
5591807960;
8880008365;
5565334611;
5560877325;
5567702278;
5565112991;
5565690988;
5591626238;
5593109472;
5509302039;
5564072964;
5565817490;
5561905935;
5569173544;
5562073824;
5564463874;
5590724380;
5591286934;
5566729488;
5569305211;
8020114214;
5564048865;
5562814409;
5566274261;
5560355009;
5560659590;
5591502397;
5566837943;
5565584017;
5569287195;
5592009004;
2120001868;
5562784925;
5560328121;
5562540723;
5565059770;
5565692414;
5565319919;
5566026331;
5567461180;
5567840060;
5594501768;
5563628477;
5565648192;
5592298169;
5560591769;
5569286080;
5561901637;
5566732581;
5560877168;
5565002762;
5560057639;
5560925314;
5567298517;
5564657145;
5565500674;
5564495397;
5566388913;
5567293559;
5569386922;
5567468060;
5565678660;
5561129593;
5561079079;
5566146444;
5567331466;
5560152612;
5561494864;
5565897864;
5566036272;
5568529753;
5568341548;
5592358104;
5565424297;
5562972595;
5567211825;
5564647575;
5593373912;
5565570883;
5560098849;
5565482469;
5567143465;
5562880152;
5590884275;
5565395406;
5562095363;
5565184925;
5567680730;
5591366140;
2021000795;
5563665081;
5560015835;
5565648655;
5970003884;
5590149307;
5564001393;
5567878318;
5566184510;
5594031634;
5567985055;
5564394129;
5565349015;
5565851267;
5592337942;
5563357275;
5562989540;
5563087773;
5566771506;
5563224343;
5567494660;
5591355549;
5564824265;
5562608603;
5562828060;
5568631641;
5567575450;
5562166289;
5566030051;
5566057328;
5568672249;
5569361545;
5568202765;
5564406659;
5565500237;
5562165653;
5567988083;
5591174593;
5566966437;
5569637258;
5567483374;
5590438437;
5565603148;
2021004524;
5564625803;
5567423719;
5568073125;
5563437853;
5563362465;
5562948868;
5591662886;
5569074957;
5593679987;
5564005253;
5568580459;
5569989683;
5567627160;
5568919038;
5569325532;
5569040172;
5561212282;
5564489150;
5564213311;
5566397377;
5591187496;
5567640288;
5567414957;
5565619193;
5569435216;
5591705396;
5569533804;
5567411021;
5567311021;
5566333513;
5566715602;
5565924056;
5565651394;
5565654323;
5566611462;
5568191984;
5592506157;
5590475702;
5569036568;
5561381582;
5564850385;
5562604610;
5564621018;
5568387004;
5563150613;
5590568415;
5560020231;
5560163247;
5560380072;
5560483256;
5560570128;
5568558026;
5564053964;
5164060120;
5560211475;
5561138297;
5564513074;
5560688557;
5560580572;
5561066050;
5592878176;
5592028285;
5560448952;
5560002221;
5568151889;
5565808846;
5590220173;
5568901770;
5561997882;
5592120892;
5566477617;
5565436150;
5591733653;
5566730676;
5565113775;
5564304425;
5561111815;
5568833106;
5566479266;
7947002296;
5564414661;
5594076340;
5569894651;
5566127626;
5593192783;
5565976114;
5566018643;
5566758156;
5590381017;
5592949829;
5567403091;
5562653906;
5590017363;
5567043137;
5566653464;
5590840061;
5567425284;
5591246797;
5563946267;
5565318374;
5565654950;
5562995315;
5563264216;
5593481970;
5568218654;
5562505460;
5591742639;
5564219193;
566502695;
5591910004;
5561800771;
5565638466;
5566016399;
5567026934;
5565483640;
5562154707;
5562754761;
5560757287;
5566702147;
5569732737;
5568582851;
5569629404;
5560125246;
5565165254;
5562380302;
5590608385;
5563135853;
5560018748;
5591228449;
5567903900;
5561582643;
5567865877;
6167872;
5566507314;
5564881323;
5567778203;
5593015968;
5565049029;
5562120310;
5568556079;
5564796513;
5592587462;
5563394773;
5560999202;
5565686721;
5566444781;
5566467493;
5566019880;
5566396387;
5590544101;
5565860912;
5591535025;
5566778899;
5565081428;
5568850969;
5565409165;
5567074199;
5563136067;
5568251655;
5565087680;
5562886621;
5568174683;
5569865461;
5566533096;
5563364107;
5590690532;
5561032763;
5560346164;
5566592316;
5566607858;
5561029843;
5567598353;
5562575786;
5563472926;
5569488017;
5566179304;
5562521384;
5561088393;
5561822981;
5569124950;
5566564430;
5563067098;
5565906897;
5563007664;
5590305552;
5566835079;
5593456899;
5593001885;
0;
5592960990;
5592870405;
5593489031;
5593344665;
5592870454;
5567641534;
5569146706;
5567151070;
5568846132;
5564947231;
5566321468;
5566307780;
5590278106;
5560296740;
5591807424;
5563785046;
5566123963;
5564525177;
5566155288;
5591541700;
5560573452;
5561330506;
5565594610;
5566746730;
5561632034;
5560131970;
5590113592;
5568856206;
5592031404;
5569465312;
5594095480;
5568329790;
2321000222;
5568021249;
5563498426;
5560510272;
5565207007;
5567542633;
5567600159;
5561142810;
5564424876;
5560852096;
5561083337;
5568353451;
5564325867;
5566654322;
5565658472;
5591707749;
5566938527;
5565179339;
5565801643;
5564978574;
5568769888;
5565927091;
5591356406;
5566673579;
5590891098;
5564328580;
5565275418;
5592746951;
5562116086;
5567559249;
5560680448;
5591981369;
5566651773;
5565387502;
5592985344;
5565927224;
5560708892;
5569561185;
5565901005;
5592805690;
5565158572;
5564403482;
5566043666;
5561324228;
5560360793;
5562646074;
5567799829;
5565051413;
5560308073;
5563361681;
5562746114;
5562412592;
5565929717;
5565011227;
5563507010;
5593592875;
5563585156;
5567183461;
5563566982;
5591598494;
5567288179;
5565767299;
5566189428;
5566163605;
5560840976;
5592779549;
5567250666;
5566651625;
5566900782;
5562032259;
5562593532;
5568166804;
5560711060;
5562508241;
5561086082;
5565883336;
5592951767;
5590566500;
5564674561;
5565353918;
5562903632;
5562423458;
5562075225;
5568249006;
5560348483;
5560352196;
5564770237;
5564760352;
5567961254;
5560537168;
5565261046;
5560032921;
5566066048;
5562564129;
5591497440;
5569298051;
5569469165;
5593661514;
5590314570;
5567925283;
5569245052;
5590930151;
5566247747;
5565691937;
5164019738;
5020329081;
5564360773;
5591515472;
5567250286;
5591178131;
5562052224;
5566471321;
5565468377;
5566699921;
5565296836;
5565306619;
5562109651;
5565282984;
5562490192;
5566314687;
5566678339;
5568549116;
5568768781;
5561204974;
5565829354;
5567219984;
5567273973;
5164116377;
5568473879;
5164010166;
5785007120;
5566767132;
5561732883;
5566157961;
5560253782;
5567455844;
5592592371;
5562944594;
5561982652;
5562225713;
5567718399;
5591712772;
5566486238;
5565141008;
5594168683;
5568741481;
8880003143;
1234567891;
5560169095;
5566467519;
5561733360;
5560849795;
5569814121;
5564930666;
5591710222;
5591511000;
5565719449;
5565333225;
5566643333;
5566319645;
5590402458;
5562194679;
5560935164;
5590190335;
5564298387;
5568589419;
5564786647;
5592807639;
5567240600;
5566500798;
5569577082;
5565429841;
5567679849;
5560322496;
5565751137;
5561980128;
5020177753;
5560033283;
5567861678;
5562711340;
5590400528;
5566903737;
5560389321;
5565143434;
5590783964;
5560778465;
5590783931;
5560262544;
5591071831;
5560689738;
5566220611;
5592460017;
5567914386;
5560126293;
5566585666;
5566654090;
5020077862;
5564510260;
5564154259;
5560334285;
5560813031;
5562890110;
5560391699;
5565996807;
5567776173;
5560263120;
5561125666;
5568718075;
5567627244;
5562128206;
5561604108;
5590001516;
5595023291;
5590932827;
5566482260;
5564003175;
5561753434;
5567806707;
5560618596;
5567128409;
5565160255;
5562008283;
5564993219;
5566322342;
5562899244;
5568443484;
5568438195;
5164037953;
5568396021;
5564733102;
5569341869;
5562675164;
5566660600;
5561034249;
5567665053;
5565404836;
5567337430;
5563023307;
5566353644;
5555553444;
2234234234;
5544335544;
5554432324;
940911;
5563160703;
5565385043;
5593288458;
5568861446;
5592623069;
5562696483;
5566413117;
5566575089;
5569916306;
5560527466;
5562373877;
5560018300;
5565898359;
5569981029;
5590691597;
5568181803;
5565764668;
5568356462;
5567458822;
5568311095;
5568882046;
5566842257;
5562366251;
5565694642;
2021006297;
5560641432;
5562013234;
5567658520;
5563203677;
5569880411;
5568847676;
5565366944;
5591351167;
5562038090;
5563812451;
5568272636;
5592226962;
5564234390;
5561947986;
5569844326;
5568869241;
5590174743;
5565885125;
5565705497;
5560462755;
5592184302;
5592352073;
5568283237;
5568066418;
5566836325;
2120002627;
5592249592;
5566982939;
9697251180;
5568005721;
5592430192;
5590030440;
5590827233;
5568755077;
5590508601;
5562784909;
5564267721;
5591051908;
5590037874;
5566412507;
5565049607;
5565596458;
5560173386;
5568874787;
5569764011;
5590792338;
5565170668;
5567559462;
5563119204;
5560362138;
5564170800;
5564170859;
5567310866;
5566412887;
5567689301;
5567294755;
5566790712;
5567018204;
5593086274;
5565547618;
5569721474;
5590188107;
5567250898;
5590653506;
5591310841;
5562182476;
5566050406;
5566385190;
5561532176;
5569403156;
5569363707;
5590942842;
5592395643;
5563612604;
5562009059;
5566236286;
5566207519;
5561134064;
5561851063;
5592166705;
5560946807;
5567843916;
5567158380;
5591311666;
5567137962;
5590033675;
5164129941;
5569816159;
5565427258;
5592143068;
5567660013;
5560789751;
5565466298;
5590640222;
5560336280;
5568159072;
5561973826;
5560343484;
5560219338;
5560139700;
5560341330;
5560000753;
5566085089;
5564418100;
5560574880;
5563541860;
5562017771;
5593433567;
5567158687;
5560094251;
5566764576;
5561427666;
5566752837;
5592488042;
5590710710;
5564044120;
5563930147;
5591120976;
5566850623;
5569060899;
5565888913;
5568601321;
5562975143;
5591235378;
5565359501;
5563466233;
5568174261;
5564284957;
5590702196;
5566648480;
5591078588;
5592289358;
5592099971;
5568497332;
5568879984;
5565239414;
5562153089;
5590978531;
5567648786;
5564855954;
5562248012;
5566621412;
5560866781;
5690006670;
5563015733;
5560795030;
5593710998;
5566633045;